reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90
27;2020-09-23;10;9;19;309;266;575;69
27;2020-09-23;6;11;17;204;231;435;79
27;2020-09-23;4;5;9;151;112;263;89
27;2020-09-23;3;0;3;81;25;106;90
27;2020-09-23;164;149;313;3073;2750;5836;0
28;2020-09-23;12;9;21;146;152;302;09
28;2020-09-23;35;43;80;627;619;1272;19
28;2020-09-23;54;47;101;631;432;1065;29
28;2020-09-23;35;31;66;470;385;855;39
28;2020-09-23;32;26;58;421;326;748;49
28;2020-09-23;29;21;50;343;299;643;59
28;2020-09-23;19;17;36;252;238;490;69
28;2020-09-23;11;15;26;164;180;344;79
28;2020-09-23;11;3;14;173;109;282;89
28;2020-09-23;2;1;3;101;19;120;90
28;2020-09-23;240;213;455;3328;2759;6121;0
32;2020-09-23;26;13;40;437;463;905;09
32;2020-09-23;166;164;332;2054;2236;4315;19
32;2020-09-23;270;258;531;2110;1689;3817;29
32;2020-09-23;111;90;202;1489;1121;2621;39
32;2020-09-23;117;71;189;1352;971;2334;49
32;2020-09-23;81;74;155;1064;794;1868;59
32;2020-09-23;59;45;104;653;542;1203;69
32;2020-09-23;22;27;49;392;386;784;79
32;2020-09-23;20;18;38;286;160;448;89
32;2020-09-23;7;3;10;124;47;172;90
32;2020-09-23;879;764;1651;9961;8415;18473;0
44;2020-09-23;1;4;5;223;272;498;09
44;2020-09-23;41;21;63;1243;1244;2501;19
44;2020-09-23;53;45;98;1190;1056;2246;29
44;2020-09-23;28;26;54;932;797;1730;39
44;2020-09-23;20;23;43;803;636;1439;49
44;2020-09-23;26;26;52;766;584;1350;59
44;2020-09-23;15;15;30;579;516;1097;69
44;2020-09-23;5;8;13;364;388;757;79
44;2020-09-23;6;3;9;268;172;441;89
44;2020-09-23;5;1;6;133;39;174;90
44;2020-09-23;200;172;373;6503;5704;12235;0
52;2020-09-23;4;4;8;95;125;230;09
52;2020-09-23;46;37;84;882;793;1716;19
52;2020-09-23;66;68;134;869;761;1633;29
52;2020-09-23;26;31;57;527;478;1005;39
52;2020-09-23;41;27;68;505;389;894;49
52;2020-09-23;22;18;40;441;353;794;59
52;2020-09-23;9;8;17;257;239;496;69
52;2020-09-23;9;8;17;173;167;340;79
52;2020-09-23;5;4;9;141;96;237;89
52;2020-09-23;2;1;3;72;29;101;90
52;2020-09-23;230;206;437;3962;3431;7447;0
53;2020-09-23;4;9;14;130;148;286;09
53;2020-09-23;39;30;70;784;730;1538;19
53;2020-09-23;63;58;121;745;611;1359;29
53;2020-09-23;23;13;36;444;344;788;39
53;2020-09-23;22;13;35;440;364;805;49
53;2020-09-23;23;20;43;370;286;658;59
53;2020-09-23;11;13;24;235;206;442;69
53;2020-09-23;4;6;10;151;121;272;79
53;2020-09-23;6;0;6;127;66;193;89
53;2020-09-23;5;1;6;65;23;91;90
53;2020-09-23;200;163;365;3493;2900;6435;0
75;2020-09-23;6;7;13;230;226;473;09
75;2020-09-23;62;64;129;1126;1065;2211;19
75;2020-09-23;90;93;183;1157;922;2081;29
75;2020-09-23;51;54;105;849;713;1563;39
75;2020-09-23;40;43;83;868;670;1540;49
75;2020-09-23;33;42;75;737;575;1314;59
75;2020-09-23;25;24;49;489;423;912;69
75;2020-09-23;11;18;29;314;306;620;79
75;2020-09-23;6;6;12;258;163;423;89
75;2020-09-23;7;3;10;200;72;273;90
75;2020-09-23;331;354;688;6229;5136;11412;0
76;2020-09-23;12;14;28;242;274;536;09
76;2020-09-23;99;118;219;1382;1377;2815;19
76;2020-09-23;150;164;315;1502;1213;2723;29
76;2020-09-23;77;67;144;1126;849;1976;39
76;2020-09-23;69;58;127;1120;820;1942;49
76;2020-09-23;77;63;140;1045;783;1831;59
76;2020-09-23;39;37;76;629;534;1165;69
76;2020-09-23;26;31;58;458;408;868;79
76;2020-09-23;32;16;48;342;208;551;89
76;2020-09-23;31;5;36;252;73;325;90
76;2020-09-23;614;573;1193;8105;6549;14750;0
84;2020-09-23;16;14;30;381;455;838;09
84;2020-09-23;130;125;256;1714;1669;3401;19
84;2020-09-23;236;246;482;1898;1623;3523;29
84;2020-09-23;123;100;223;1512;1191;2704;39
84;2020-09-23;117;93;211;1305;985;2293;49
84;2020-09-23;105;85;190;1173;850;2023;59
84;2020-09-23;60;49;109;688;643;1332;69
84;2020-09-23;35;31;66;522;439;961;79
84;2020-09-23;20;22;42;352;204;556;89
84;2020-09-23;11;2;13;163;67;230;90
84;2020-09-23;853;767;1622;9709;8127;17864;0
93;2020-09-23;14;13;27;258;327;592;09
93;2020-09-23;78;66;144;1069;1076;2154;19
93;2020-09-23;125;87;212;1207;963;2174;29
93;2020-09-23;83;81;164;1124;908;2035;39
93;2020-09-23;91;73;164;1122;860;1987;49
93;2020-09-23;89;80;169;1111;807;1922;59
93;2020-09-23;51;52;103;759;698;1458;69
93;2020-09-23;28;45;73;523;531;1057;79
93;2020-09-23;20;19;39;321;275;596;89
93;2020-09-23;23;5;28;221;66;287;90
93;2020-09-23;602;521;1123;7718;6517;14271;0
94;2020-09-23;0;0;0;10;19;29;09
94;2020-09-23;2;4;6;74;64;140;19
94;2020-09-23;4;4;8;91;59;150;29
94;2020-09-23;0;4;4;72;57;129;39
94;2020-09-23;3;0;3;69;57;126;49
94;2020-09-23;3;1;4;80;53;133;59
94;2020-09-23;2;2;4;45;42;87;69
94;2020-09-23;0;0;0;19;24;43;79
94;2020-09-23;0;0;0;10;12;22;89
94;2020-09-23;0;0;0;6;2;8;90
94;2020-09-23;14;15;29;477;392;871;0
01;2020-09-24;2;0;2;10;9;19;09
01;2020-09-24;11;12;23;59;62;121;19
01;2020-09-24;16;10;26;76;45;121;29
01;2020-09-24;14;7;21;89;63;152;39
01;2020-09-24;22;19;41;114;65;179;49
01;2020-09-24;20;19;39;123;89;212;59
01;2020-09-24;15;10;25;86;70;156;69
01;2020-09-24;5;6;11;40;28;68;79
01;2020-09-24;2;0;2;8;6;14;89
01;2020-09-24;1;1;2;1;1;2;90
01;2020-09-24;108;84;192;606;438;1044;0
02;2020-09-24;0;0;0;20;23;43;09
02;2020-09-24;2;2;4;71;58;129;19
02;2020-09-24;8;1;9;44;33;77;29
02;2020-09-24;7;9;16;70;53;123;39
02;2020-09-24;7;5;12;76;42;118;49
02;2020-09-24;2;3;5;64;50;114;59
02;2020-09-24;2;2;4;43;37;80;69
02;2020-09-24;1;1;2;27;17;44;79
02;2020-09-24;0;0;0;8;13;21;89
02;2020-09-24;1;0;1;8;6;14;90
02;2020-09-24;30;23;53;431;332;763;0
03;2020-09-24;0;2;3;14;17;33;09
03;2020-09-24;0;5;7;30;41;77;19
03;2020-09-24;5;2;7;35;27;65;29
03;2020-09-24;5;5;11;45;32;80;39
03;2020-09-24;2;2;4;42;23;65;49
03;2020-09-24;3;3;6;25;32;58;59
03;2020-09-24;2;0;3;18;17;36;69
03;2020-09-24;0;0;0;1;10;11;79
03;2020-09-24;0;0;0;5;1;6;89
03;2020-09-24;0;0;0;0;0;0;90
03;2020-09-24;17;19;41;215;200;431;0
04;2020-09-24;1;3;4;29;36;65;09
04;2020-09-24;9;8;17;105;110;215;19
04;2020-09-24;7;5;12;110;110;220;29
04;2020-09-24;7;4;11;137;93;230;39
04;2020-09-24;9;3;12;102;106;208;49
04;2020-09-24;6;2;8;98;94;192;59
04;2020-09-24;0;6;6;59;77;136;69
04;2020-09-24;0;1;1;33;30;64;79
04;2020-09-24;1;1;2;12;11;23;89
04;2020-09-24;0;0;0;6;2;8;90
04;2020-09-24;40;33;73;691;669;1361;0
05;2020-09-24;0;0;0;0;0;0;09
05;2020-09-24;0;0;0;0;0;0;19
05;2020-09-24;0;0;0;0;0;0;29
05;2020-09-24;0;0;0;0;0;0;39
05;2020-09-24;0;0;0;1;0;1;49
05;2020-09-24;0;0;0;1;1;2;59
05;2020-09-24;0;0;0;0;1;1;69
05;2020-09-24;0;0;0;0;0;0;79
05;2020-09-24;0;0;0;0;0;0;89
05;2020-09-24;0;0;0;0;0;0;90
05;2020-09-24;0;0;0;2;2;4;0
06;2020-09-24;0;0;0;2;0;2;09
06;2020-09-24;3;3;6;18;15;33;19
06;2020-09-24;1;0;1;21;22;43;29
06;2020-09-24;8;3;11;28;19;47;39
06;2020-09-24;2;0;2;16;7;23;49
06;2020-09-24;2;0;2;10;9;19;59
06;2020-09-24;0;0;0;4;9;13;69
06;2020-09-24;0;0;0;2;2;4;79
06;2020-09-24;0;0;0;0;0;0;89
06;2020-09-24;0;0;0;0;0;0;90
06;2020-09-24;16;6;22;101;83;184;0
07;2020-09-24;0;0;0;0;1;1;09
07;2020-09-24;1;0;1;2;1;3;19
07;2020-09-24;0;0;0;1;3;4;29
07;2020-09-24;0;0;0;3;1;4;39
07;2020-09-24;0;1;1;1;6;7;49
07;2020-09-24;0;1;1;5;6;11;59
07;2020-09-24;0;1;1;0;2;2;69
07;2020-09-24;0;0;0;0;0;0;79
07;2020-09-24;0;0;0;0;0;0;89
07;2020-09-24;0;0;0;0;0;0;90
07;2020-09-24;1;3;4;12;20;32;0
08;2020-09-24;0;0;0;0;0;0;09
08;2020-09-24;0;0;0;0;0;0;19
08;2020-09-24;2;0;2;6;4;10;29
08;2020-09-24;1;1;2;9;7;16;39
08;2020-09-24;0;0;0;7;7;14;49
08;2020-09-24;0;1;1;6;4;10;59
08;2020-09-24;1;0;1;4;1;5;69
08;2020-09-24;0;0;0;1;2;3;79
08;2020-09-24;0;0;0;0;0;0;89
08;2020-09-24;0;0;0;0;0;0;90
08;2020-09-24;4;2;6;33;25;58;0
11;2020-09-24;32;44;77;450;498;982;09
11;2020-09-24;223;201;433;2143;2033;4253;19
11;2020-09-24;598;507;1107;4535;3483;8036;29
11;2020-09-24;367;397;764;3342;2651;6004;39
11;2020-09-24;271;239;510;2669;2159;4833;49
11;2020-09-24;266;235;501;2323;1895;4218;59
11;2020-09-24;140;134;274;1481;1393;2878;69
11;2020-09-24;58;54;112;752;683;1436;79
11;2020-09-24;32;30;62;479;286;765;89
11;2020-09-24;13;7;20;279;78;358;90
11;2020-09-24;2001;1848;3861;18464;15167;33784;0
24;2020-09-24;7;2;9;53;47;107;09
24;2020-09-24;10;22;32;390;387;790;19
24;2020-09-24;37;36;73;531;383;914;29
24;2020-09-24;24;15;39;421;345;766;39
24;2020-09-24;19;14;33;390;269;659;49
24;2020-09-24;15;10;25;381;261;642;59
24;2020-09-24;5;11;16;250;231;481;69
24;2020-09-24;11;11;22;181;163;344;79
24;2020-09-24;5;5;10;122;72;194;89
24;2020-09-24;3;1;4;65;33;98;90
24;2020-09-24;136;127;263;2784;2191;4995;0
27;2020-09-24;12;1;13;99;105;205;09
27;2020-09-24;32;29;62;463;480;949;19
27;2020-09-24;45;38;83;527;384;911;29
27;2020-09-24;30;20;50;459;326;785;39
27;2020-09-24;19;28;47;435;306;741;49
27;2020-09-24;23;14;37;428;299;727;59
27;2020-09-24;14;11;25;291;268;559;69
27;2020-09-24;6;8;14;216;234;450;79
27;2020-09-24;10;8;18;193;115;308;89
27;2020-09-24;1;1;2;95;38;133;90
27;2020-09-24;192;158;351;3207;2555;5769;0
28;2020-09-24;10;3;13;121;133;260;09
28;2020-09-24;21;20;42;556;577;1148;19
28;2020-09-24;48;49;97;625;486;1114;29
28;2020-09-24;31;37;68;514;361;875;39
28;2020-09-24;28;39;67;438;329;767;49
28;2020-09-24;22;23;45;393;294;688;59
28;2020-09-24;19;17;36;294;225;519;69
28;2020-09-24;8;10;18;182;181;364;79
28;2020-09-24;8;2;10;140;89;229;89
28;2020-09-24;5;5;10;73;34;107;90
28;2020-09-24;200;205;406;3336;2709;6071;0
32;2020-09-24;15;20;35;331;356;692;09
32;2020-09-24;120;93;213;1653;1677;3348;19
32;2020-09-24;173;181;354;1951;1540;3502;29
32;2020-09-24;80;82;163;1428;1134;2575;39
32;2020-09-24;111;78;189;1330;1040;2372;49
32;2020-09-24;90;76;168;1050;808;1867;59
32;2020-09-24;53;44;98;713;599;1319;69
32;2020-09-24;31;29;60;451;369;824;79
32;2020-09-24;16;17;33;286;183;472;89
32;2020-09-24;8;3;11;160;50;210;90
32;2020-09-24;697;623;1324;9354;7759;17185;0
44;2020-09-24;12;5;17;182;176;365;09
44;2020-09-24;34;30;65;1050;1091;2155;19
44;2020-09-24;55;63;118;1150;982;2132;29
44;2020-09-24;30;28;58;827;718;1547;39
44;2020-09-24;28;23;51;766;632;1400;49
44;2020-09-24;31;21;52;726;582;1309;59
44;2020-09-24;19;18;37;540;463;1004;69
44;2020-09-24;8;8;16;346;343;690;79
44;2020-09-24;5;5;10;274;157;434;89
44;2020-09-24;2;1;3;142;39;181;90
44;2020-09-24;224;202;427;6005;5183;11219;0
52;2020-09-24;1;1;2;98;102;214;09
52;2020-09-24;47;44;92;857;813;1704;19
52;2020-09-24;59;60;119;774;695;1470;29
52;2020-09-24;34;19;53;540;409;949;39
52;2020-09-24;24;19;43;481;377;858;49
52;2020-09-24;28;23;51;413;327;740;59
52;2020-09-24;13;12;25;272;243;516;69
52;2020-09-24;9;7;16;191;184;375;79
52;2020-09-24;4;7;11;149;92;241;89
52;2020-09-24;1;0;1;72;27;99;90
52;2020-09-24;220;192;413;3849;3269;7168;0
53;2020-09-24;8;3;11;78;103;187;09
53;2020-09-24;26;35;61;601;663;1277;19
53;2020-09-24;53;57;110;757;618;1396;29
53;2020-09-24;21;29;50;453;405;858;39
53;2020-09-24;13;17;30;389;293;682;49
53;2020-09-24;16;14;30;315;325;640;59
53;2020-09-24;4;8;12;236;248;484;69
53;2020-09-24;7;3;10;166;181;347;79
53;2020-09-24;5;2;7;150;77;227;89
53;2020-09-24;1;1;2;71;23;98;90
53;2020-09-24;154;169;323;3217;2936;6197;0
75;2020-09-24;9;8;18;160;184;357;09
75;2020-09-24;49;61;110;984;991;2010;19
75;2020-09-24;90;94;184;1196;967;2168;29
75;2020-09-24;48;50;98;887;693;1583;39
75;2020-09-24;39;35;74;862;633;1499;49
75;2020-09-24;46;37;83;823;577;1404;59
75;2020-09-24;29;32;61;595;495;1090;69
75;2020-09-24;11;19;30;379;328;707;79
75;2020-09-24;13;10;23;302;205;508;89
75;2020-09-24;9;2;11;236;51;288;90
75;2020-09-24;343;348;692;6424;5126;11616;0
76;2020-09-24;11;14;25;175;222;422;09
76;2020-09-24;97;119;219;1332;1347;2732;19
76;2020-09-24;152;156;310;1583;1248;2839;29
76;2020-09-24;73;77;150;1191;925;2118;39
76;2020-09-24;85;63;148;1176;859;2039;49
76;2020-09-24;70;61;131;1047;834;1882;59
76;2020-09-24;38;48;86;644;592;1236;69
76;2020-09-24;23;21;44;425;420;845;79
76;2020-09-24;24;14;38;373;224;597;89
76;2020-09-24;19;4;23;281;71;352;90
76;2020-09-24;593;577;1175;8235;6754;15082;0
84;2020-09-24;18;17;36;329;351;685;09
84;2020-09-24;131;144;277;1573;1617;3201;19
84;2020-09-24;240;254;494;2229;1725;3955;29
84;2020-09-24;142;124;266;1524;1321;2845;39
84;2020-09-24;129;108;238;1342;1087;2431;49
84;2020-09-24;116;100;216;1171;1003;2176;59
84;2020-09-24;72;70;142;817;696;1514;69
84;2020-09-24;48;47;95;508;542;1050;79
84;2020-09-24;29;12;41;365;267;632;89
84;2020-09-24;18;5;23;165;58;223;90
84;2020-09-24;943;881;1828;10024;8669;18715;0
93;2020-09-24;9;15;24;225;268;494;09
93;2020-09-24;68;65;134;995;1006;2008;19
93;2020-09-24;111;100;211;1219;1018;2246;29
93;2020-09-24;99;71;170;1252;901;2157;39
93;2020-09-24;97;76;173;1132;905;2044;49
93;2020-09-24;81;73;155;1128;814;1950;59
93;2020-09-24;36;50;86;816;732;1551;69
93;2020-09-24;26;26;53;606;567;1175;79
93;2020-09-24;31;16;47;415;268;684;89
93;2020-09-24;13;5;18;222;57;279;90
93;2020-09-24;571;498;1072;8012;6539;14593;0
94;2020-09-24;0;2;2;14;21;36;09
94;2020-09-24;3;4;7;50;65;115;19
94;2020-09-24;9;1;10;71;40;111;29
94;2020-09-24;3;3;6;84;58;142;39
94;2020-09-24;2;4;6;74;48;122;49
94;2020-09-24;3;3;6;79;43;122;59
94;2020-09-24;2;1;3;62;49;111;69
94;2020-09-24;0;2;2;30;40;70;79
94;2020-09-24;0;1;1;17;10;27;89
94;2020-09-24;0;1;1;3;4;7;90
94;2020-09-24;22;22;44;484;378;863;0
01;2020-09-25;1;2;3;4;9;13;09
01;2020-09-25;5;4;9;37;23;60;19
01;2020-09-25;6;5;11;34;23;57;29
01;2020-09-25;9;5;14;44;37;81;39
01;2020-09-25;13;6;19;66;34;100;49
01;2020-09-25;8;5;13;58;46;105;59
01;2020-09-25;11;15;26;32;37;69;69
01;2020-09-25;2;8;10;9;17;26;79
01;2020-09-25;1;2;3;1;10;11;89
01;2020-09-25;1;0;1;3;1;4;90
01;2020-09-25;57;52;109;288;237;526;0
02;2020-09-25;3;0;3;24;25;50;09
02;2020-09-25;3;6;9;73;43;116;19
02;2020-09-25;6;4;10;55;43;99;29
02;2020-09-25;6;2;8;66;50;116;39
02;2020-09-25;6;4;10;66;43;109;49
02;2020-09-25;9;5;14;74;54;128;59
02;2020-09-25;3;5;9;45;42;88;69
02;2020-09-25;1;1;2;15;13;28;79
02;2020-09-25;0;0;1;4;3;8;89
02;2020-09-25;0;0;0;1;3;4;90
02;2020-09-25;37;27;66;423;319;746;0
03;2020-09-25;2;0;2;15;19;34;09
03;2020-09-25;4;4;8;52;34;86;19
03;2020-09-25;2;1;3;46;20;66;29
03;2020-09-25;4;4;8;41;41;83;39
03;2020-09-25;2;1;3;28;36;65;49
03;2020-09-25;2;0;2;29;18;47;59
03;2020-09-25;1;0;1;18;19;37;69
03;2020-09-25;0;0;0;3;8;11;79
03;2020-09-25;0;0;0;3;3;6;89
03;2020-09-25;0;0;0;0;2;2;90
03;2020-09-25;17;10;27;235;200;437;0
04;2020-09-25;4;3;7;28;45;73;09
04;2020-09-25;22;27;49;393;470;863;19
04;2020-09-25;7;4;11;158;120;278;29
04;2020-09-25;6;4;10;171;147;318;39
04;2020-09-25;6;2;8;149;119;268;49
04;2020-09-25;6;1;7;156;136;293;59
04;2020-09-25;0;1;1;124;122;247;69
04;2020-09-25;2;0;2;40;49;89;79
04;2020-09-25;1;0;1;20;21;41;89
04;2020-09-25;0;0;0;5;3;8;90
04;2020-09-25;54;42;96;1244;1232;2478;0
05;2020-09-25;0;0;0;0;0;0;09
05;2020-09-25;0;0;0;0;0;0;19
05;2020-09-25;0;0;0;0;0;0;29
05;2020-09-25;0;0;0;0;0;0;39
05;2020-09-25;0;0;0;0;0;0;49
05;2020-09-25;0;0;0;0;0;0;59
05;2020-09-25;0;0;0;0;0;0;69
05;2020-09-25;0;0;0;0;0;0;79
05;2020-09-25;0;0;0;0;0;0;89
05;2020-09-25;0;0;0;0;0;0;90
05;2020-09-25;0;0;0;0;0;0;0
06;2020-09-25;0;0;0;2;1;3;09
06;2020-09-25;0;3;3;13;20;33;19
06;2020-09-25;4;1;5;18;16;34;29
06;2020-09-25;4;3;7;25;23;48;39
06;2020-09-25;1;5;6;21;19;40;49
06;2020-09-25;0;2;2;9;15;24;59
06;2020-09-25;0;1;1;4;4;8;69
06;2020-09-25;0;0;0;2;1;3;79
06;2020-09-25;0;0;0;0;1;1;89
06;2020-09-25;0;0;0;0;0;0;90
06;2020-09-25;9;15;24;94;100;194;0
07;2020-09-25;0;0;0;0;1;1;09
07;2020-09-25;0;0;0;2;2;4;19
07;2020-09-25;1;0;1;7;6;13;29
07;2020-09-25;0;0;0;3;2;5;39
07;2020-09-25;0;0;0;5;7;12;49
07;2020-09-25;0;0;0;5;3;8;59
07;2020-09-25;0;0;0;2;3;5;69
07;2020-09-25;0;1;1;0;1;1;79
07;2020-09-25;0;0;0;0;0;0;89
07;2020-09-25;0;0;0;0;0;0;90
07;2020-09-25;1;1;2;24;25;49;0
08;2020-09-25;0;0;0;0;0;0;09
08;2020-09-25;0;0;0;2;1;3;19
08;2020-09-25;2;0;2;2;10;12;29
08;2020-09-25;2;0;2;3;7;10;39
08;2020-09-25;0;1;1;4;13;17;49
08;2020-09-25;1;1;2;9;4;13;59
08;2020-09-25;0;0;0;1;5;6;69
08;2020-09-25;1;0;1;5;1;6;79
08;2020-09-25;0;0;0;0;0;0;89
08;2020-09-25;0;0;0;0;0;0;90
08;2020-09-25;6;2;8;26;41;67;0
11;2020-09-25;37;34;74;436;509;972;09
11;2020-09-25;216;239;462;2140;2079;4290;19
11;2020-09-25;555;444;1000;4068;3161;7247;29
11;2020-09-25;368;309;678;3328;2668;6004;39
11;2020-09-25;263;267;530;2696;2246;4945;49
11;2020-09-25;244;178;422;2306;1877;4189;59
11;2020-09-25;131;116;247;1475;1307;2787;69
11;2020-09-25;55;58;113;768;744;1514;79
11;2020-09-25;24;33;57;455;326;782;89
11;2020-09-25;17;5;22;287;78;367;90
11;2020-09-25;1911;1685;3612;17967;15007;33123;0
24;2020-09-25;3;3;6;50;39;92;09
24;2020-09-25;20;15;37;391;392;803;19
24;2020-09-25;25;25;50;413;373;786;29
24;2020-09-25;22;17;39;384;266;650;39
24;2020-09-25;17;8;25;365;275;642;49
24;2020-09-25;21;9;30;340;243;583;59
24;2020-09-25;5;15;20;224;233;457;69
24;2020-09-25;11;12;23;194;188;382;79
24;2020-09-25;6;5;11;113;102;215;89
24;2020-09-25;1;1;2;48;15;63;90
24;2020-09-25;131;110;243;2522;2128;4675;0
27;2020-09-25;3;2;5;94;83;179;09
27;2020-09-25;23;18;42;475;496;979;19
27;2020-09-25;26;28;54;497;401;900;29
27;2020-09-25;16;14;30;460;333;793;39
27;2020-09-25;16;10;26;423;327;750;49
27;2020-09-25;19;25;44;437;347;784;59
27;2020-09-25;16;15;31;346;354;700;69
27;2020-09-25;15;10;25;294;290;584;79
27;2020-09-25;6;2;8;206;129;335;89
27;2020-09-25;3;2;5;107;31;138;90
27;2020-09-25;143;126;270;3339;2792;6143;0
28;2020-09-25;9;5;15;114;117;237;09
28;2020-09-25;42;21;66;585;558;1172;19
28;2020-09-25;56;48;104;620;447;1068;29
28;2020-09-25;33;33;66;515;392;908;39
28;2020-09-25;34;38;72;457;364;821;49
28;2020-09-25;27;25;52;435;350;785;59
28;2020-09-25;21;18;39;295;279;575;69
28;2020-09-25;17;13;30;236;216;452;79
28;2020-09-25;16;6;22;177;106;283;89
28;2020-09-25;9;3;12;116;32;148;90
28;2020-09-25;264;210;478;3550;2861;6449;0
32;2020-09-25;14;38;52;328;406;735;09
32;2020-09-25;133;124;257;1673;1771;3455;19
32;2020-09-25;176;189;366;1832;1473;3314;29
32;2020-09-25;97;92;190;1416;1160;2583;39
32;2020-09-25;94;83;177;1292;1133;2430;49
32;2020-09-25;71;72;144;1090;905;2001;59
32;2020-09-25;53;47;100;692;646;1341;69
32;2020-09-25;31;36;67;504;417;927;79
32;2020-09-25;17;14;31;339;190;531;89
32;2020-09-25;5;3;8;179;48;227;90
32;2020-09-25;691;699;1393;9345;8152;17547;0
44;2020-09-25;7;2;9;152;198;354;09
44;2020-09-25;30;20;50;918;979;1910;19
44;2020-09-25;47;53;100;1047;860;1908;29
44;2020-09-25;24;30;54;893;691;1586;39
44;2020-09-25;18;23;41;796;634;1431;49
44;2020-09-25;20;17;37;744;615;1359;59
44;2020-09-25;18;13;31;679;573;1252;69
44;2020-09-25;6;8;14;472;444;917;79
44;2020-09-25;10;5;15;303;242;545;89
44;2020-09-25;6;2;8;104;41;145;90
44;2020-09-25;186;173;359;6108;5277;11407;0
52;2020-09-25;3;3;7;96;103;206;09
52;2020-09-25;43;34;77;954;823;1810;19
52;2020-09-25;53;46;99;814;698;1515;29
52;2020-09-25;23;20;43;523;431;954;39
52;2020-09-25;31;24;55;523;395;920;49
52;2020-09-25;21;24;45;476;365;843;59
52;2020-09-25;14;12;26;377;347;724;69
52;2020-09-25;11;13;24;276;269;545;79
52;2020-09-25;11;2;13;228;167;395;89
52;2020-09-25;5;2;7;116;31;147;90
52;2020-09-25;215;180;396;4383;3630;8060;0
53;2020-09-25;1;4;5;104;120;231;09
53;2020-09-25;31;25;56;669;631;1312;19
53;2020-09-25;57;60;117;641;590;1238;29
53;2020-09-25;11;25;36;464;407;872;39
53;2020-09-25;20;18;38;449;377;828;49
53;2020-09-25;15;13;28;354;347;702;59
53;2020-09-25;9;7;16;264;273;538;69
53;2020-09-25;6;7;13;225;220;447;79
53;2020-09-25;4;5;9;143;110;253;89
53;2020-09-25;0;1;1;69;24;96;90
53;2020-09-25;154;165;319;3382;3099;6517;0
75;2020-09-25;12;12;24;178;193;376;09
75;2020-09-25;62;65;128;1114;1079;2222;19
75;2020-09-25;92;114;206;1168;990;2162;29
75;2020-09-25;43;43;86;879;706;1587;39
75;2020-09-25;45;48;93;862;677;1543;49
75;2020-09-25;43;34;77;838;620;1459;59
75;2020-09-25;22;30;52;558;544;1102;69
75;2020-09-25;12;12;24;392;374;768;79
75;2020-09-25;15;6;21;282;203;485;89
75;2020-09-25;6;1;7;166;63;231;90
75;2020-09-25;353;365;719;6438;5449;11936;0
76;2020-09-25;8;11;19;194;223;438;09
76;2020-09-25;101;94;195;1343;1316;2700;19
76;2020-09-25;155;185;341;1590;1399;2991;29
76;2020-09-25;72;85;157;1223;973;2198;39
76;2020-09-25;86;73;159;1229;903;2132;49
76;2020-09-25;71;62;133;1151;896;2047;59
76;2020-09-25;38;34;72;795;751;1550;69
76;2020-09-25;21;29;50;572;534;1108;79
76;2020-09-25;13;10;23;354;243;605;89
76;2020-09-25;8;4;12;204;64;274;90
76;2020-09-25;573;587;1161;8658;7307;16051;0
84;2020-09-25;15;18;33;278;374;653;09
84;2020-09-25;140;136;279;1639;1590;3247;19
84;2020-09-25;240;266;506;2183;1835;4018;29
84;2020-09-25;123;121;244;1535;1341;2876;39
84;2020-09-25;139;101;240;1383;1159;2543;49
84;2020-09-25;111;106;217;1270;1141;2411;59
84;2020-09-25;54;60;114;811;804;1615;69
84;2020-09-25;39;35;74;672;632;1304;79
84;2020-09-25;24;13;37;417;276;695;89
84;2020-09-25;14;5;19;239;102;341;90
84;2020-09-25;899;861;1763;10430;9254;19711;0
93;2020-09-25;9;7;17;239;281;527;09
93;2020-09-25;68;75;145;998;1052;2068;19
93;2020-09-25;122;86;208;1288;965;2266;29
93;2020-09-25;78;68;146;1237;927;2175;39
93;2020-09-25;79;78;157;1091;929;2030;49
93;2020-09-25;84;62;147;1179;925;2124;59
93;2020-09-25;52;52;104;980;805;1792;69
93;2020-09-25;32;28;60;682;664;1349;79
93;2020-09-25;20;15;35;389;298;687;89
93;2020-09-25;16;6;22;187;70;258;90
93;2020-09-25;560;477;1041;8278;6921;15289;0
94;2020-09-25;0;0;0;15;14;29;09
94;2020-09-25;1;3;4;39;43;83;19
94;2020-09-25;3;2;5;80;54;134;29
94;2020-09-25;1;1;2;77;48;125;39
94;2020-09-25;1;2;3;73;65;138;49
94;2020-09-25;2;3;5;70;69;139;59
94;2020-09-25;3;4;7;43;58;101;69
94;2020-09-25;0;2;2;37;45;82;79
94;2020-09-25;0;0;0;22;15;37;89
94;2020-09-25;1;0;1;6;0;6;90
94;2020-09-25;12;17;29;462;412;875;0
01;2020-09-26;0;2;2;1;6;7;09
01;2020-09-26;0;2;2;2;5;7;19
01;2020-09-26;1;0;1;9;6;15;29
01;2020-09-26;3;1;4;16;8;24;39
01;2020-09-26;0;0;0;9;8;17;49
01;2020-09-26;2;2;4;22;13;35;59
01;2020-09-26;4;5;9;12;14;26;69
01;2020-09-26;0;3;3;6;6;12;79
01;2020-09-26;2;4;6;8;5;13;89
01;2020-09-26;0;0;0;0;1;1;90
01;2020-09-26;12;19;31;85;72;158;0
02;2020-09-26;0;1;1;7;6;13;09
